Distance vs Flight Price (Average):
168.22	499.6339219330855
176.33	486.877917383821
183.37	499.1330827702702
222.67	552.9602697841726
242.21	607.4014322469983
250.68	679.985815939279
257.81	684.4383663943989
277.7	792.8315532879818
327.55	828.6693658088235
331.89	749.312445652174
392.76	804.2014917127071
401.66	826.594414715719
425.98	886.8787133891213
466.3	611.05955510907
486.52	979.2685829493088
522.34	836.6534504132231
535.4	929.4394705443699
550.69	1053.335901455767
555.74	940.4559459459459
562.14	980.8181807170544
573.81	919.5387406483791
595.03	1088.6568374558303
597.61	1058.7040535714286
637.56	1072.3417066381157
650.1	1185.2369261294261
676.53	1068.5755406001765
676.56	1109.0232484076432
709.37	1183.0177378018727
710.57	1147.4980511811025
788.55	1201.7396765734266
806.48	1303.5032602545969
808.85	1233.9480862068965
830.86	1292.288066429419
885.57	1367.5443548387098
937.77	1347.4570823927766
